title,author,pages,genre,description,published_date,publisher,language,average_rating,ratings_count,thumbnail
Frankenstein,Shelly M,121,Juvenile Fiction,"Victor Frankenstein has one ambition in life - to create a human being in his own shape and form, a body that he could give life to. His studies at the University of Ingolstadt help him assemble a body that he is able to bring to life. But something goes wrong - the human he creates looks nothing like an ordinary human being, it's a monster! As Victor Frankenstein runs away from his own creation, the angry monster starts chasing his creator! What will he do? Will he find his creator and extract ...",2018-12,Om Books International,en,No rating,0,http://books.google.com/books/content?id=1peSCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"Frankenstein: or ""The Modern Prometheus""",Mary Shelley,292,Fiction,"Generally known as Frankenstein, is a novel written by the British author Mary Shelley. The title of the novel refers to a scientist, Victor Frankenstein, who learns how to create life and creates a being in the likeness of man, but larger than average and more powerful. In popular culture, people have tended to refer to the Creature as ""Frankenstein"", despite this being the name of the scientist.Frankenstein is a novel infused with some elements of the Gothic novel and the Romantic movement. It...",2023-12-13,E-Kitap Projesi & Cheapest Books,en,No rating,0,http://books.google.com/books/content?id=6y_nEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
On Writing,Stephen King,321,Biography & Autobiography,The author shares his insights into the craft of writing and offers a humorous perspective on his own experience as a writer.,2002-06-25,Simon and Schuster,en,4,27,http://books.google.com/books/content?id=d999Z2KbZJYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Deception Point,Dan Brown,633,Fiction,"On the eve of a presidential race in which NASA's budget is a pivotal issue, the space agency announces the discovery of an ancient meteorite filled with fossils deep in the Arctic ice.",2006-03-28,Simon and Schuster,en,4,34,http://books.google.com/books/content?id=BjFZ0UQOUCgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Il codice da Vinci,Dan Brown,511,Fiction,"Una tranquilla notte parigina. Nulla traspare dalla classica e impenetrabile facciata del Louvre. Un dramma si sta consumando al suo interno, nella Grande Galleria. Il vecchio curatore Saunière, ferito a morte, si aggrappa con un ultimo gesto disperato a un dipinto del Caravaggio, fa scattare l'allarme e le grate di ferro all'entrata della sala scendono immediatamente, chiudendo fuori il suo inseguitore. A Saunière restano pochi minuti di vita. Si toglie i vestiti e si distende nella posizione d...",2010-10-07,Edizioni Mondadori,it,4,19,http://books.google.com/books/content?id=J2FchRPgC9MC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Angeli e demoni,Dan Brown,559,Fiction,"Robert Langdon, dopo Il codice Da Vinci , è di nuovo in azione tra implacabili suggestioni, associazioni e intuizioni che lo porteranno alla scoperta di un mistero sepolto nella città eterna.",2010-10-07,Edizioni Mondadori,it,4,12,http://books.google.com/books/content?id=hv7hjasiYhoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Il simbolo perduto,Dan Brown,613,Fiction,"Nel nuovo capitolo del fenomeno mondiale che è stato Il Codice da Vinci , Dan Brown dimostra ancora una volta di essere uno dei più intelligenti scrittori contemporanei di thriller. Il simbolo perduto è una pietra miliare del genere .",2010-10-07,Edizioni Mondadori,it,4,14,http://books.google.com/books/content?id=_yltNA0olusC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Pride & Prejudice,Jane Austen,412,Unknown Genre,No description available,1907,Unknown Publisher,eu,5,1,http://books.google.com/books/content?id=E1kVAAAAYAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
F. Scott Fitzgerald: Trimalchio,F. Scott Fitzgerald,220,Fiction,"The first edition ever published of Trimalchio, original version of Fitzgerald's classic The Great Gatsby.",2002-04-25,Cambridge University Press,en,No rating,0,http://books.google.com/books/content?id=BLomOZbGMWsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
大亨小傳【文字．有聲版】,F. Scott Fitzgerald,165,Fiction,《英文經典書系》【文字．有聲版】旨在打造一個在閱讀經典名著的同時，還能親耳聆聽道地英文讀音的友善環境。讓讀者在欣賞大師的精彩文章之餘，還能一舉兩得，以耳朵來品嘗不同於單純文字的滋味。如果您的英文已達中級以上程度，與其讀些簡化的名著改寫版本，不如精讀原汁原味的原典吧，這才是貨真價實的文藝賞析。 《大亨小傳》（The Great Gatsby）出版於1925年，是美國作家法蘭西斯·史考特·費茲傑羅（Francis Scott Key Fitzgerald，1896年9月24日－1940年12月21日）所寫的一部以1920年代的紐約市及長島為背景的長篇小說，被視為美國文學「爵士時代」的象徵。故事主要講述了年輕而神秘的百萬富翁傑·蓋茨比對黛西·布卡南的執著追求。這是費茲傑羅最偉大的作品，探討了墮落、理想主義、變革阻礙、社會巨變、放蕩。爲爵士時代和咆哮的二十年代進行了深度描繪，普遍認爲是對美國夢的警醒。 《大亨小傳》的背景設在1922年興盛的長島，對美國咆哮的二十年代以社會批判的角度進行了敘述。在當時，經濟飛速發展，流行爵士樂、輕佻文化、販賣私酒、犯罪率高，都在小說中刻畫出來。費茲傑羅利用二十年...,2021-03-13,東西文坊,zh-TW,No rating,0,http://books.google.com/books/content?id=yj4jEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Murder of Roger Ackroyd,Agatha Christie,227,Fiction,"The Murder of Roger Ackroyd by Agatha Christie is an iconic mystery novel that has captivated readers for decades. It tells the story of Roger Ackroyd, a wealthy man who is murdered in his own home. The novel follows the investigation of Hercule Poirot, a famous detective, as he attempts to solve the crime. The novel was first published in 1926 and quickly became a classic. It is widely considered to be one of the most influential works of detective fiction ever written, and it has been adapted ...",2023-03-01,Aegitas,en,No rating,0,http://books.google.com/books/content?id=AUGxEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Murder on the Orient Express,AGATHA CHRISTIE,230,Fiction,"Just after midnight, a snowdrift stops the famous Orient Express in its tracks as it travels through the mountainous Balkans. The luxurious train is surprisingly full for the time of the year but, by the morning, it is one passenger fewer. An American tycoon lies dead in his compartment, stabbed a dozen times, his door locked from the inside. One of the passengers is none other than detective Hercule Poirot. On vacation. Isolated and with a killer on board, Poirot must identify the murderer—in c...",2024-02-29,ببلومانيا للنشر والتوزيع,en,No rating,0,http://books.google.com/books/content?id=Sff3EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Companion,Agatha Christie,29,Fiction,"Amy Durrant drowns while swimming with her employer, Mrs. Burton, during their vacation in the Canary Islands. A month later, Mrs. Burton commits suicide entering resolutely out to the sea, where the current was known to be dangerous. Agatha Christie poses an interesting mystery that Miss Marple will solve, showing in what curious way appearances can be deceiving.",2024-07-26,MB Cooltura,en,No rating,0,http://books.google.com/books/content?id=lT4yEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Poirot Investigates,Agatha Christie,162,Fiction,"Agatha Christie's Poirot Investigates is the fourth book in her beloved Hercule Poirot series. This collection of short stories features the renowned Belgian detective as he solves a variety of challenging cases, from murder to theft. The stories in this collection are some of Agatha Christie’s most famous. In ""The Adventure of the Western Star"", Poirot must solve a case involving a stolen diamond necklace. In ""The Tragedy at Marsdon Manor"", Poirot must discover who is responsible for the myster...",2023-03-01,Aegitas,en,No rating,0,http://books.google.com/books/content?id=C0GxEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Death by Drowning,Agatha Christie,47,Fiction,"An old friend tells Miss Marple that one of the town girls jumped off a bridge and drowned. The young woman had discovered that she was pregnant and everyone believes that she took her own life. But Miss Marple, who knows human nature deeply, does not believe it was suicide. With the help of Henry Clithering, former commissioner of Scotland Yard, they will get to the bottom of the matter and discover the murderer.",2023-11-16,MB Cooltura,en,No rating,0,http://books.google.com/books/content?id=zSLjEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"The Complete, Annotated Murder of Roger Ackroyd","Agatha Christie, Bill Peschel",402,Fiction,"This fully annotated edition of “The Murder of Roger Ackroyd” includes: * Nearly 15,000 words in the footnotes describing words, historical events, and cultural references * Essays on Agatha Christie’s life and how she found love again, what to look for when rereading Ackroyd, the controversy over a claimed Scandinavian inspiration, what you’ll find in a doctor’s black bag, Christie’s legacy as a fictional character, a review of the Poirot episode, and what the reviewers thought of the book at t...",Unknown,Bill Peschel (pub-9236556122599907),en,No rating,0,http://books.google.com/books/content?id=rpZrEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Mysterious Affair at Styles,Agatha Christie,200,Fiction,"""The Mysterious Affair at Styles"" introduces readers to the iconic Hercule Poirot in Agatha Christie's debut novel. Set against the backdrop of a country estate, Styles Court, this classic mystery unfolds as Poirot investigates the poisoning of wealthy heiress Emily Inglethorp. As secrets, motives, and suspicious characters abound, readers are taken on a thrilling journey through Christie's masterful storytelling and intricate plot twists. With her keen sense of mystery and astute character deve...",2023-11-23,Strelbytskyy Multimedia Publishing,en,No rating,0,http://books.google.com/books/content?id=mfzkEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Tuesday Night Club,Agatha Christie,34,Fiction,"During a meeting, a pretty representative gathering agrees to form a club that will meet to discover the solution to different crimes. Among them is a kind old woman, Miss Marple, who knows human nature deeply. In this great introductory short story the group turn to Sir Henry Clithering's tale. Everyone will be surprised when find out who was the real culprit of Mrs. Jones' murder.",2023-11-24,MB Cooltura,en,No rating,0,http://books.google.com/books/content?id=1XnlEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The LeMesurier Inheritance,Agatha Christie,36,Fiction,"Using his gray cells, Poirot will need very little time to discover the mystery behind the Lemesurier curse according to which all the firstborn die before inheriting the family fortune. The mother of the next heir asks Poirot to protect Ronald who has been having accidents that could have been fatal. The Belgian detective and his faithful companion Hasting will discover that the ancient curse could not be true.",2023-01-28,MB Cooltura,en,No rating,0,http://books.google.com/books/content?id=_tCpEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Marple: Twelve New Stories,Agatha Christie,224,Young Adult Fiction,"• Naomi Alderman • Leigh Bardugo • Alyssa Cole • Lucy Foley • Elly Grifflths • Natalie Haynes • Jean Kwok • Val McDermid • Karen M. McManus • Dreda Say Mitchell • Kate Mosse • Ruth Ware Jane Marple pertama muncul dalam cerita pendek yang ditulis Agatha Christie untuk The Royal Magazine tahun 1927 dan novelnya terbit pertama kali tahun 1930 (The Murder at the Vicarage—Pembunuhan di Wisma Pendeta). Kini, 45 tahun sejak novel terakhir Miss Marple terbit (Sleeping Murder— Pembunuhan Terpendam), kump...",2023-01-27,Gramedia Pustaka Utama,id,No rating,0,http://books.google.com/books/content?id=3PurEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
